pokedex_id,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,capture_rate,base_happiness,hatch_counter,gender_rate,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,type_bug,type_dark,type_dragon,type_electric,type_fairy,type_fighting,type_fire,type_flying,type_ghost,type_grass,type_ground,type_ice,type_normal,type_poison,type_psychic,type_rock,type_steel,type_water
252,1,-1.1339815958846655,-1.0925134614186136,-1.281307818239815,-0.17140033315227912,-0.5710833159527625,0.09802590222544498,310,0.5,5.0,62,45,70,20,1,20.0,1.29,80,120,180,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
253,1,-0.7582968175202123,-0.42065127575544925,-0.9396923900447803,0.5032745573280826,-0.1955152427771038,0.9690084766106837,405,0.9,21.6,142,45,70,20,1,26.7,1.44,110,150,245,160,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
254,1,-0.006927260791305636,0.25121090990771505,-0.25646153365471114,1.1779494478084442,0.5556209035742137,1.8399910509959225,530,1.7,52.2,239,45,70,20,1,18.1,1.31,150,190,310,220,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
255,1,-0.9461392067024389,-0.5886168221712403,-1.1105001041422977,-0.0027316105321886944,-0.7588673525405919,-0.7729566721597938,310,0.4,2.5,62,45,70,20,1,15.6,1.5,100,120,175,135,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
256,2,-0.382612039155759,0.25121090990771505,-0.42726924775222846,0.5032745573280826,-0.3832992793649332,-0.42456364240569827,405,0.9,19.5,142,45,70,20,1,24.1,1.42,145,145,225,180,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
257,2,0.3687575175731477,1.4269697348182526,-0.08565381955719382,1.3466181704285347,-0.0077312061892744425,0.44641893197954047,530,1.9,52.0,239,45,70,20,1,14.4,1.71,190,180,310,220,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
258,1,-0.7582968175202123,-0.25268572933965816,-0.7688846759472631,-0.6774065010125504,-0.7588673525405919,-0.9471531870368415,310,0.4,7.6,62,45,70,20,1,47.5,1.4,120,100,160,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
259,2,-0.006927260791305636,0.25121090990771505,-0.08565381955719382,-0.34006905577236957,-0.0077312061892744425,-0.598760157282746,405,0.7,28.0,142,45,70,20,1,57.1,1.21,155,130,195,210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
260,2,1.1201270743020544,1.0910386419866704,0.5975770368328754,0.5032745573280826,0.7434049401620431,-0.25036712752865053,535,1.5,81.9,241,45,70,20,1,36.4,1.22,200,175,255,280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
261,1,-1.3218239850668922,-0.7565823685870314,-1.281307818239815,-1.3520813914929122,-1.5100034988919093,-1.1213497019138892,220,0.5,13.6,56,255,70,15,4,54.4,1.57,90,60,120,100,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,1,-0.006927260791305636,0.4191764563235061,-0.08565381955719382,-0.34006905577236957,-0.3832992793649332,0.09802590222544498,420,1.0,37.0,147,127,70,15,4,37.0,1.29,160,120,220,200,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,1,-1.2091185515575562,-1.5964101006659868,-1.0763385613227943,-1.3520813914929122,-1.0968786183986847,-0.25036712752865053,240,0.4,17.5,56,255,70,15,4,109.4,0.73,71,71,120,120,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
264,1,0.29362056190025704,-0.25268572933965816,-0.39310770493272496,-0.6774065010125504,-0.3457424720473673,1.1432049914877314,420,0.5,32.5,147,90,70,15,4,130.0,1.15,131,111,220,200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
265,1,-0.9461392067024389,-1.0925134614186136,-1.281307818239815,-1.6894188367330931,-1.5100034988919093,-1.6439392465450324,195,0.3,3.6,56,255,70,15,4,40.0,1.29,80,50,85,110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,1,-0.7582968175202123,-1.4284445542501958,-0.5980769618497458,-1.5207501141130026,-1.6977875354797387,-1.8181357614220803,205,0.6,10.0,72,120,70,15,4,27.8,0.64,90,50,75,130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,2,-0.382612039155759,-0.25268572933965816,-0.7688846759472631,1.009280725188354,-0.7588673525405919,-0.07617061265160277,395,1.0,28.4,178,45,70,15,4,28.4,1.4,120,150,235,160,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,1,-0.7582968175202123,-1.4284445542501958,-0.5980769618497458,-1.5207501141130026,-1.6977875354797387,-1.8181357614220803,205,0.7,11.5,72,120,70,15,4,23.5,0.64,90,50,75,130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
269,2,-0.382612039155759,-0.9245479150028225,-0.08565381955719382,-0.6774065010125504,0.7434049401620431,-0.07617061265160277,385,1.2,31.6,173,45,70,15,4,21.9,0.71,120,140,165,220,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
270,2,-1.1339815958846655,-1.5964101006659868,-1.4521155323373323,-1.0147439462527312,-0.7588673525405919,-1.295546216790937,220,0.5,2.6,44,255,70,15,4,10.4,1.0,60,90,100,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
271,2,-0.382612039155759,-0.9245479150028225,-0.7688846759472631,-0.34006905577236957,-0.0077312061892744425,-0.598760157282746,340,1.2,32.5,119,120,70,15,4,22.6,1.0,100,130,160,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
272,2,0.3687575175731477,-0.25268572933965816,-0.08565381955719382,0.671943279948173,1.1189730133377018,0.09802590222544498,480,1.5,55.0,216,45,70,15,4,24.4,1.0,140,190,230,250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
273,1,-1.1339815958846655,-1.2604790078344046,-0.7688846759472631,-1.3520813914929122,-1.5100034988919093,-1.295546216790937,220,0.5,4.0,44,255,70,15,4,16.0,0.8,90,60,100,120,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
274,2,-0.006927260791305636,-0.25268572933965816,-1.1105001041422977,-0.34006905577236957,-1.1344354257162506,-0.25036712752865053,340,1.0,28.0,119,120,70,15,4,28.0,1.75,110,100,190,150,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,2,0.744442295937601,0.7551075491550883,-0.42726924775222846,0.671943279948173,-0.3832992793649332,0.44641893197954047,480,1.3,59.6,216,45,70,15,4,35.3,1.67,160,150,270,210,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276,2,-1.1339815958846655,-0.7565823685870314,-1.4521155323373323,-1.3520813914929122,-1.5100034988919093,0.6206154468565882,270,0.3,2.3,54,200,70,15,4,25.6,1.83,85,60,170,100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
277,2,-0.382612039155759,0.25121090990771505,-0.42726924775222846,0.16593711208790174,-0.7588673525405919,2.01418756587297,455,0.7,19.8,159,45,70,15,4,40.4,1.42,145,125,285,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
278,2,-1.1339815958846655,-1.5964101006659868,-1.4521155323373323,-0.50873777839246,-1.5100034988919093,0.6206154468565882,270,0.6,9.5,54,190,70,20,4,26.4,1.0,60,85,170,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
279,2,-0.382612039155759,-0.9245479150028225,0.9391924650279101,0.8406120025682635,-0.0077312061892744425,-0.07617061265160277,440,1.2,28.0,154,45,70,20,4,19.4,0.5,150,165,210,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
280,2,-1.5848033299220097,-1.7643756470817777,-1.6229232464348495,-0.8460752236326409,-1.32221946230408,-0.9471531870368415,198,0.4,6.6,40,235,35,20,4,41.2,1.0,50,80,110,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
281,2,-1.2091185515575562,-1.4284445542501958,-1.281307818239815,-0.17140033315227912,-0.5710833159527625,-0.598760157282746,278,0.8,20.2,97,120,35,20,4,31.6,1.0,70,120,150,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
282,2,-0.0820642164641963,-0.42065127575544925,-0.25646153365471114,1.8526243382888061,1.68232512310119,0.44641893197954047,518,1.6,48.4,233,45,35,20,4,18.9,1.0,130,240,270,248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
283,2,-1.1339815958846655,-1.5964101006659868,-1.3837924466983254,-0.6774065010125504,-0.6837537379054601,-0.07617061265160277,269,0.5,1.7,54,200,70,15,4,6.8,0.94,62,102,145,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,2,-0.006927260791305636,-0.5886168221712403,-0.3589461621132215,1.009280725188354,0.44295048162151607,0.44641893197954047,454,0.8,3.6,159,75,70,15,4,5.6,0.97,122,182,240,214,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,1,-0.382612039155759,-1.2604790078344046,-0.42726924775222846,-1.0147439462527312,-0.3832992793649332,-1.1213497019138892,295,0.4,4.5,59,255,70,15,4,28.1,0.67,100,100,115,180,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
286,2,-0.382612039155759,1.7629008276498346,0.2559616086378408,-0.34006905577236957,-0.3832992793649332,0.09802590222544498,460,1.2,39.2,161,90,70,15,4,27.2,1.62,210,120,260,200,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
287,1,-0.382612039155759,-0.5886168221712403,-0.42726924775222846,-1.1834126688728217,-1.32221946230408,-1.295546216790937,280,0.8,24.0,56,255,70,15,4,37.5,1.0,120,70,125,155,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
288,1,0.3687575175731477,0.08324536349192396,0.2559616086378408,-0.50873777839246,-0.5710833159527625,0.794811961733636,440,1.4,46.5,154,120,70,15,4,23.7,1.0,160,110,225,215,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
289,1,2.998550966124321,2.770694106144581,0.9391924650279101,0.8406120025682635,-0.1955152427771038,1.1432049914877314,670,2.0,130.5,252,45,70,15,4,32.6,1.6,260,160,355,315,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
290,2,-1.4720978964126736,-1.0925134614186136,0.5975770368328754,-1.3520813914929122,-1.5100034988919093,-0.9471531870368415,266,0.5,5.5,53,255,70,15,4,22.0,0.5,135,60,115,151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,2,-0.34504356131931363,0.4191764563235061,-0.9396923900447803,-0.6774065010125504,-0.7588673525405919,3.2335631700123044,456,0.8,12.0,160,120,70,15,4,18.7,2.0,135,100,300,156,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,2,-2.5991522315060336,0.4191764563235061,-0.9396923900447803,-1.3520813914929122,-1.5100034988919093,-0.9471531870368415,236,0.8,1.2,83,45,70,15,-1,1.9,2.0,135,60,160,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
293,1,-0.23233812780997762,-0.8909548057196642,-1.6912463320738564,-0.6436727564885323,-1.7729011501148706,-1.365224822741756,240,0.6,16.3,48,190,70,20,4,45.3,2.22,74,74,130,110,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
294,1,0.5190314289189291,-0.21909262005649996,-1.0080154756837874,0.03100213399182939,-1.021765003763553,-0.6684387632335651,360,1.0,40.5,126,120,70,20,4,40.5,1.65,114,114,190,170,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
295,1,1.2704009856478358,0.4527695656066643,-0.32478461929371805,0.7056770244721912,0.10493921576342317,0.02834729627462588,490,1.5,84.0,221,45,70,20,4,37.3,1.44,154,164,250,240,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
296,1,0.06820969488158503,-0.5886168221712403,-1.4521155323373323,-1.6894188367330931,-1.5100034988919093,-1.4697427316679847,237,1.0,86.4,47,180,70,20,2,86.4,2.0,90,50,105,132,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
297,1,2.773140099105649,1.4269697348182526,-0.42726924775222846,-1.0147439462527312,-0.3832992793649332,-0.598760157282746,474,2.3,253.8,166,200,70,20,2,48.0,2.0,180,100,210,264,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
298,2,-0.7582968175202123,-1.932341193497569,-1.1105001041422977,-1.6894188367330931,-1.1344354257162506,-1.6439392465450324,190,0.2,2.0,38,150,70,10,6,50.0,0.5,60,60,60,130,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
299,1,-1.509666374249119,-1.0925134614186136,2.1348464637105313,-0.8460752236326409,0.7434049401620431,-1.295546216790937,375,1.0,97.0,75,255,70,20,4,97.0,0.33,180,135,120,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
300,1,-0.7582968175202123,-1.0925134614186136,-0.9396923900447803,-1.1834126688728217,-1.32221946230408,-0.598760157282746,260,0.6,11.0,52,255,70,15,6,30.6,1.0,90,70,130,130,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
301,1,-0.006927260791305636,-0.42065127575544925,-0.25646153365471114,-0.50873777839246,-0.5710833159527625,0.794811961733636,400,1.1,32.6,140,60,70,15,6,26.9,1.0,130,110,210,190,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
302,2,-0.7582968175202123,-0.08472018292386711,0.08515389454032349,-0.17140033315227912,-0.1955152427771038,-0.598760157282746,380,0.5,11.0,133,45,35,25,4,44.0,1.0,150,130,190,190,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,2,-0.7582968175202123,0.25121090990771505,0.4267693227353581,-0.50873777839246,-0.5710833159527625,-0.598760157282746,380,0.6,11.5,133,45,70,20,4,31.9,1.0,170,110,190,190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
304,2,-0.7582968175202123,-0.25268572933965816,0.9391924650279101,-1.0147439462527312,-1.1344354257162506,-1.295546216790937,330,0.4,60.0,66,180,35,35,4,375.0,0.7,170,80,140,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
305,2,-0.382612039155759,0.4191764563235061,2.3056541778080484,-0.6774065010125504,-0.7588673525405919,-0.9471531870368415,430,0.9,120.0,151,90,35,35,4,148.1,0.64,230,100,180,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
306,2,-0.006927260791305636,1.0910386419866704,3.672115890588187,-0.34006905577236957,-0.3832992793649332,-0.598760157282746,530,2.1,360.0,239,45,35,35,4,81.6,0.61,290,120,220,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
307,2,-1.509666374249119,-1.2604790078344046,-0.5980769618497458,-1.0147439462527312,-0.5710833159527625,-0.25036712752865053,280,0.6,11.2,56,180,70,20,4,31.1,0.73,95,95,140,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
308,2,-0.382612039155759,-0.5886168221712403,0.08515389454032349,-0.34006905577236957,0.18005283039855494,0.44641893197954047,410,1.3,31.5,144,90,70,20,4,18.6,0.8,135,135,200,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
309,1,-1.1339815958846655,-1.0925134614186136,-1.1105001041422977,-0.17140033315227912,-1.1344354257162506,-0.07617061265160277,295,0.6,15.2,59,120,70,20,4,42.2,1.12,85,105,175,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,1,-0.006927260791305636,-0.08472018292386711,-0.42726924775222846,1.1779494478084442,-0.3832992793649332,1.3174015063647793,475,1.5,40.2,166,45,70,20,4,17.9,1.25,135,165,285,190,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,1,-0.382612039155759,-0.9245479150028225,-1.1105001041422977,0.5032745573280826,0.18005283039855494,0.9690084766106837,405,0.4,4.2,142,200,70,20,4,26.2,1.25,90,160,230,175,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
312,1,-0.382612039155759,-1.2604790078344046,-0.7688846759472631,0.16593711208790174,0.5556209035742137,0.9690084766106837,405,0.4,4.2,142,200,70,20,4,26.2,0.8,90,160,210,195,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,1,-0.1947696499735323,-0.15190640149018353,0.08515389454032349,-0.7786077345846046,0.5556209035742137,0.6206154468565882,430,0.7,17.7,151,150,70,15,0,36.1,0.97,148,132,205,225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,1,-0.1947696499735323,-1.025327242852297,0.08515389454032349,0.09846962303986556,0.5556209035742137,0.6206154468565882,430,0.6,17.7,151,150,70,15,8,49.2,0.63,122,158,205,225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,2,-0.7582968175202123,-0.5886168221712403,-0.9396923900447803,1.009280725188354,0.3678368669863843,-0.07617061265160277,400,0.3,2.0,140,150,70,20,4,22.2,1.33,105,180,225,175,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
316,1,-0.006927260791305636,-1.15969967998493,-0.6664000474887527,-0.913542712680677,-0.6461969305878943,-0.9471531870368415,302,0.4,10.3,60,225,70,20,4,64.4,0.81,96,96,126,176,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
317,1,1.1201270743020544,-0.15190640149018353,0.3584462370963512,0.09846962303986556,0.4805072889390819,-0.42456364240569827,467,1.7,80.0,163,75,70,20,4,27.7,0.88,156,156,201,266,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
318,2,-0.9461392067024389,0.4191764563235061,-1.793730960532367,-0.17140033315227912,-1.885571572067568,-0.07617061265160277,305,0.8,20.8,61,225,35,20,4,32.5,4.5,110,85,220,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,2,-0.006927260791305636,1.4269697348182526,-1.1105001041422977,0.8406120025682635,-1.1344354257162506,0.9690084766106837,460,1.8,88.8,161,60,35,20,4,27.4,3.0,160,135,310,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,1,2.2471814093954143,-0.25268572933965816,-1.281307818239815,-0.0027316105321886944,-1.32221946230408,-0.25036712752865053,400,2.0,130.0,80,125,70,40,4,32.5,2.0,105,105,200,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
321,1,3.7499205228532277,0.4191764563235061,-0.9396923900447803,0.671943279948173,-0.9466513891284213,-0.25036712752865053,500,14.5,398.0,175,60,70,40,4,1.9,2.0,135,135,240,260,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
322,2,-0.382612039155759,-0.5886168221712403,-1.1105001041422977,-0.17140033315227912,-0.9466513891284213,-1.1213497019138892,305,0.7,24.0,61,255,70,20,4,49.0,1.5,100,110,160,145,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
323,2,-0.006927260791305636,0.7551075491550883,-0.08565381955719382,1.1779494478084442,0.18005283039855494,-0.9471531870368415,460,1.9,220.0,161,150,70,20,4,60.9,1.43,170,180,245,215,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
324,1,-0.006927260791305636,0.25121090990771505,2.3056541778080484,0.5032745573280826,-0.0077312061892744425,-1.6439392465450324,470,0.5,80.4,165,90,70,20,4,321.6,0.61,225,155,190,280,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
325,1,-0.382612039155759,-1.7643756470817777,-1.281307818239815,-0.0027316105321886944,0.3678368669863843,-0.25036712752865053,330,0.7,30.6,66,255,70,20,4,62.4,0.71,60,150,155,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
326,1,0.3687575175731477,-1.0925134614186136,-0.25646153365471114,0.671943279948173,1.4945410865133606,0.44641893197954047,470,0.9,71.5,165,60,70,20,4,88.3,0.69,110,200,215,255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
327,1,-0.382612039155759,-0.5886168221712403,-0.42726924775222846,-0.34006905577236957,-0.3832992793649332,-0.25036712752865053,360,1.1,5.0,126,255,70,15,4,4.1,1.0,120,120,180,180,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
328,1,-0.9461392067024389,0.7551075491550883,-0.9396923900447803,-0.8460752236326409,-0.9466513891284213,-1.992332276299128,290,0.7,15.0,58,255,70,20,4,30.6,2.22,145,90,155,135,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
329,2,-0.7582968175202123,-0.25268572933965816,-0.7688846759472631,-0.6774065010125504,-0.7588673525405919,0.09802590222544498,340,1.1,15.3,119,120,70,20,4,12.6,1.4,120,100,190,150,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,2,0.3687575175731477,0.7551075491550883,0.2559616086378408,0.33460583470799216,0.3678368669863843,1.1432049914877314,520,2.0,82.0,234,45,70,20,4,20.5,1.25,180,160,280,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,1,-0.7582968175202123,0.25121090990771505,-1.1105001041422977,0.5032745573280826,-1.1344354257162506,-1.1213497019138892,335,0.4,51.3,67,190,35,20,4,320.6,2.12,125,125,205,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
332,2,-0.006927260791305636,1.2590041884024614,-0.42726924775222846,1.5152868930486252,-0.3832992793649332,-0.42456364240569827,475,1.3,77.4,166,60,35,20,4,45.8,1.92,175,175,285,190,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
333,2,-0.9461392067024389,-1.2604790078344046,-0.42726924775222846,-1.0147439462527312,0.18005283039855494,-0.598760157282746,310,0.4,1.2,62,255,70,20,4,7.5,0.67,100,115,130,180,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
334,2,0.18091512839092103,-0.25268572933965816,0.5975770368328754,-0.0027316105321886944,1.3067570499255312,0.44641893197954047,490,1.1,20.6,172,45,70,20,4,17.0,0.78,160,175,220,270,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
335,1,0.10577817271803036,1.2590041884024614,-0.42726924775222846,-0.34006905577236957,-0.3832992793649332,0.794811961733636,458,1.3,40.3,160,90,70,20,4,23.8,1.92,175,120,265,193,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
336,1,0.10577817271803036,0.7551075491550883,-0.42726924775222846,1.009280725188354,-0.3832992793649332,-0.07617061265160277,458,2.7,52.5,160,90,70,20,4,7.2,1.67,160,160,265,193,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
337,2,0.744442295937601,-0.7565823685870314,-0.25646153365471114,0.8406120025682635,0.5556209035742137,0.09802590222544498,460,1.0,168.0,161,45,70,25,-1,168.0,0.85,120,180,220,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
338,2,0.744442295937601,0.5871420027392972,0.4267693227353581,-0.50873777839246,-0.1955152427771038,0.09802590222544498,460,1.2,154.0,161,45,70,25,-1,106.9,1.12,180,120,220,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
339,2,-0.7582968175202123,-0.9917341335691389,-1.0080154756837874,-0.8123414791086228,-1.0968786183986847,-0.25036712752865053,288,0.4,1.9,58,190,70,20,4,11.9,1.12,91,87,154,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
340,2,1.4958118526665076,0.016059144925607536,0.016830808901316566,0.19967085661191983,0.02982560112829143,-0.25036712752865053,468,0.9,23.6,164,75,70,20,4,29.1,1.07,151,147,214,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
341,1,-1.0212761623753297,0.08324536349192396,-0.25646153365471114,-0.6774065010125504,-1.32221946230408,-1.1213497019138892,308,0.6,11.5,62,205,70,15,4,31.9,1.23,145,85,165,143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
342,2,-0.26990660564642294,1.4269697348182526,0.4267693227353581,0.671943279948173,-0.5710833159527625,-0.42456364240569827,468,1.1,32.8,164,155,70,15,4,27.1,1.41,205,145,265,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,2,-1.1339815958846655,-1.2604790078344046,-0.5980769618497458,-1.0147439462527312,-0.0077312061892744425,-0.42456364240569827,300,0.5,21.5,60,255,70,20,-1,86.0,0.73,95,110,135,165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
344,2,-0.382612039155759,-0.25268572933965816,1.1100001791254273,-0.0027316105321886944,1.8701091596890191,0.27222241710249273,500,1.5,108.0,175,90,70,20,-1,48.0,0.67,175,190,215,285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
345,2,-0.15720117213708695,-1.2268858985512463,0.15347698017933042,-0.30633531124835145,0.6307345182093455,-1.539421337618804,355,1.0,23.8,71,45,70,30,1,23.8,0.53,118,148,125,230,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
346,2,0.5941683845918196,0.11683847277508218,0.8367078365693996,0.3683395792320103,1.3818706645606629,-0.8426352781106129,495,1.5,60.4,173,45,70,30,1,26.8,0.84,178,188,205,290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
347,2,-0.9461392067024389,0.5871420027392972,-0.7688846759472631,-1.0147439462527312,-0.7588673525405919,0.27222241710249273,355,0.7,12.5,71,45,70,30,1,25.5,1.9,145,90,210,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,2,0.18091512839092103,1.5949352812340436,0.9391924650279101,-0.0027316105321886944,0.3678368669863843,-0.7729566721597938,495,1.5,68.2,173,45,70,30,1,30.3,1.25,225,150,240,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,1,-1.8853511526135722,-2.10030673991336,-1.793730960532367,-2.026756281973274,-0.5710833159527625,0.44641893197954047,200,0.6,7.4,40,255,70,20,4,20.6,0.75,35,65,105,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
350,1,0.9322846851198276,-0.5886168221712403,0.22180006581833733,1.009280725188354,2.0578931962768485,0.48125823495495,540,6.2,162.0,189,60,70,20,4,4.2,0.76,139,225,241,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
351,1,-0.006927260791305636,-0.25268572933965816,-0.08565381955719382,-0.0027316105321886944,-0.0077312061892744425,0.09802590222544498,420,0.3,0.8,147,45,70,25,4,8.9,1.0,140,140,210,210,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
352,1,-0.382612039155759,0.4191764563235061,-0.08565381955719382,-0.34006905577236957,1.8701091596890191,-0.9471531870368415,440,1.0,22.0,154,200,70,20,4,22.0,1.29,160,180,190,250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
353,1,-0.9837076845388842,-0.08472018292386711,-1.281307818239815,-0.2388678222003153,-1.3973330769392118,-0.7729566721597938,295,0.6,2.3,59,225,35,25,4,6.4,2.14,110,96,183,112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
354,1,-0.23233812780997762,1.2590041884024614,-0.25646153365471114,0.43580706828004645,-0.2706288574122356,-0.07617061265160277,455,1.1,12.5,159,45,35,25,4,10.3,1.77,180,146,263,192,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
